"","state","year","tavg","tmax","tmin","pcp"
"2400","OR",1969,46.4,57.8,35.1,31.8
"2401","OR",1970,46.7,58.1,35.3,37.1
"2402","OR",1971,45.8,56.7,35,38.2
"2403","OR",1972,46.3,57.6,35,33.4
"2404","OR",1986,48.1,59.2,37,32.9
"2405","OR",1987,48.3,60.4,36.3,27.3
"2406","OR",1988,47.9,59.9,36,29.8
"2407","OR",1989,46.5,58,35,26.9
"2408","OR",1990,47.4,59,35.8,29.9
"2409","OR",1991,47.6,59,36.2,29.5
"2410","OR",1992,49.4,61.2,37.7,27.5
"2411","OR",1993,45.5,56.4,34.6,31.1
"2412","OR",1994,47.8,59.6,36.1,28.5
"2413","OR",1995,48.1,59,37.2,41.4
"2414","OR",1996,47.6,59,36.3,48.8
"2415","OR",1997,47.8,58.9,36.6,32.6
"2416","OR",1998,47.8,58.4,37.1,42.9
"2417","OR",1999,47.2,58.8,35.6,31.6
"2418","OR",2000,47.5,58.8,36.1,27.9
"2419","OR",2001,47.8,59.5,36,26.8
"2420","OR",2002,47.7,59.8,35.6,26.2
"2421","OR",2003,49,60.5,37.6,32
"2422","OR",2004,48.4,59.8,37.2,29.6
"2423","OR",2005,47.7,59.3,36.2,33.2
"2424","OR",2006,47.9,59.7,36.2,36.4
"2425","OR",2007,47.8,59.8,35.8,28.9
"2426","OR",2008,46.8,58.7,34.9,28.6
"2427","OR",2009,47.3,59,35.5,27.6
"2428","OR",2010,47.1,58,36.2,37.9
"2429","OR",2011,46.3,57.6,35,30.6
"2430","OR",2012,48,59.7,36.3,40
"2431","OR",1973,47.3,58.4,36.2,35
"2432","OR",1974,47,58.7,35.4,31.9
"2433","OR",1975,45.8,56.4,35.2,36.3
"2434","OR",1976,46.4,58.2,34.7,22.6
"2435","OR",1977,47,58.2,35.7,31.6
"2436","OR",1978,46.5,57.4,35.7,29
"2437","OR",1979,46.9,58,35.8,32.6
"2438","OR",1980,47,58,36.1,32.9
"2439","OR",1981,47.8,58.9,36.7,38
"2440","OR",1982,45.4,56,34.9,38.2
"2441","OR",1983,47,56.9,37,44.4
"2442","OR",1984,45.6,56.1,35.2,38
"2443","OR",1985,44.6,56.2,32.9,23.1
"2444","OR",2015,50.4,62.2,38.5,30.1
"2445","OR",2016,48.8,60.1,37.4,34.6
"2446","OR",2013,47.6,59.5,35.8,22.7
"2447","OR",2014,49.6,61.1,38.1,35.2
"2448","OR",2017,48.1,59.4,36.8,36
"2449","PA",1998,51.8,61.9,41.6,40.4
"2450","PA",1999,50,61,39.1,41.1
"2451","PA",2005,49.5,60,39,42.9
"2452","PA",2006,50.8,60.9,40.6,47.5
"2453","PA",2007,49.5,60.1,38.9,44.1
"2454","PA",2008,48.8,59.3,38.4,45.8
"2455","PA",2009,48.4,58.4,38.4,42.7
"2456","PA",2010,50.1,60.4,39.8,42.3
"2457","PA",2011,50.4,60.3,40.5,61
"2458","PA",2012,51.8,62.2,41.4,43.4
"2459","PA",2000,48.5,58.8,38.2,41.3
"2460","PA",2001,49.9,60.6,39.3,34.3
"2461","PA",2002,50.3,60.7,39.8,43.5
"2462","PA",2003,48,57.7,38.2,53.5
"2463","PA",2004,49.1,58.9,39.2,53.9
"2464","PA",1977,47.9,58.3,37.5,46.6
"2465","PA",1978,46.4,56.7,36.1,43.1
"2466","PA",1979,47.5,57.4,37.5,48.3
"2467","PA",1980,47.3,57.8,36.9,36.8
"2468","PA",1981,47.5,57.7,37.3,40.2
"2469","PA",1982,47.9,58.4,37.4,38.3
"2470","PA",1983,48.7,58.9,38.4,46.7
"2471","PA",1984,48.2,58.4,38.1,46.1
"2472","PA",2013,49,58.8,39.2,41.8
"2473","PA",2014,47.4,57.7,37.2,42.4
"2474","PA",2015,49.5,60.1,38.9,43.1
"2475","PA",2016,50.9,61.7,40.2,39
"2476","PA",2017,50.6,60.6,40.6,46.6
"2477","PA",1950,47.4,57.6,37.2,48.3
"2478","PA",1951,48.3,59,37.6,44.4
"2479","PA",1952,49.1,59.7,38.6,46
"2480","PA",1953,50.1,61.1,39.1,40.5
"2481","PA",1954,48.8,59.5,38.1,41.6
"2482","PA",1955,48.8,59.6,38,40.5
"2483","PA",1956,47.9,58,37.7,47.9
"2484","PA",1957,48.8,59.4,38.1,36.4
"2485","PA",1958,46.3,56.3,36.2,43.2
"2486","PA",1959,49.2,60,38.5,42.8
"2487","PA",1960,47.2,57.6,36.8,39.7
"2488","PA",1961,48,58.2,37.7,40.8
"2489","PA",1962,46.9,57.7,36.1,37.5
"2490","PA",1963,46.5,58,34.9,31.9
"2491","PA",1964,48,59.5,36.6,36.7
"2492","PA",1965,47.6,58.2,37,33.8
"2493","PA",1966,47.3,58,36.5,35.8
"2494","PA",1967,47,57.4,36.7,42.1
"2495","PA",1968,47.6,58.2,37.1,38
"2496","PA",1969,47.5,57.8,37.2,37.9
"2497","PA",1970,48.1,58,38.1,43.8
"2498","PA",1971,48.2,58.4,38,40.7
"2499","PA",1972,47.2,57,37.3,52.6
"2500","PA",1973,49.7,59.6,39.7,45.6
"2501","PA",1974,48.2,58.5,37.8,43.4
"2502","PA",1975,48.9,58.8,39,50.2
"2503","PA",1976,46.8,57.7,36,41.6
"2504","PA",1990,50.7,61,40.4,49.7
"2505","PA",1991,50.7,61.6,39.9,33.3
"2506","PA",1992,47.6,57.3,38,41.6
"2507","PA",1993,48.2,58.5,38,45.8
"2508","PA",1994,48,58.7,37.2,48.1
"2509","PA",1995,48.5,58.8,38.1,37.5
"2510","PA",1996,47.6,57.4,37.8,56.3
"2511","PA",1997,48,58.2,37.7,38.8
"2512","PA",1985,48.5,58.9,38.1,41.5
"2513","PA",1986,48.8,58.8,38.8,43.2
"2514","PA",1987,49.2,59.6,38.9,40.6
"2515","PA",1988,48.1,59,37.2,35.9
"2516","PA",1989,47.5,57.5,37.5,44.2
"2517","RI",1950,48.7,58,39.3,39.2
"2518","RI",1951,50,59.4,40.5,45.3
"2519","RI",1952,50.2,59.5,40.9,41.7
"2520","RI",1953,51.1,60.7,41.6,56.8
"2521","RI",1954,49.3,58.6,40,54.5
"2522","RI",1955,49,58.1,39.8,50.1
"2523","RI",1956,48.2,57.4,39,44.2
"2524","RI",1957,50,60,39.9,32.7
"2525","RI",1971,49.1,58.4,39.8,39.8
"2526","RI",1972,48,57,39,63.4
"2527","RI",1973,50.8,60.1,41.5,51
"2528","RI",1974,49.1,58.5,39.6,42.8
"2529","RI",1975,49.9,58.9,40.8,53.2
"2530","RI",1976,48.3,58.1,38.5,41.7
"2531","RI",1977,49.1,58.4,39.8,52.7
"2532","RI",1978,47.4,57.1,37.8,46.2
"2533","RI",1979,49.7,58.6,40.8,55.8
"2534","RI",1980,48.5,58.2,38.9,37.3
"2535","RI",1981,48.9,58.4,39.4,40.3
"2536","RI",1982,48.6,58.2,39,48.8
"2537","RI",1983,50.3,59.6,41,63
"2538","RI",1984,49.8,59,40.6,50.6
"2539","RI",1985,49.2,58.7,39.6,42.3
"2540","RI",1986,49,58.4,39.6,48.5
"2541","RI",1987,49.1,58.7,39.6,42.8
"2542","RI",1988,49,58.7,39.3,42.9
"2543","RI",1989,48.6,58,39,55
"2544","RI",1990,51.5,60.9,42,50
"2545","RI",1991,51.4,61.3,41.4,46.7
"2546","RI",1992,48.4,57.7,39.1,48.1
"2547","RI",1993,49.3,58.9,39.8,43.7
"2548","RI",1994,49.6,59.2,39.9,46
"2549","RI",1995,49.9,59.3,40.4,40.2
"2550","RI",1996,49.1,58,40.1,56.4
"2551","RI",1997,49.4,58.8,40,40.8
"2552","RI",1958,47.4,56.1,38.6,52.3
"2553","RI",1959,49.5,59,40,47.2
"2554","RI",1960,48.5,57.9,39,45.1
"2555","RI",1961,48.7,57.7,39.8,46.4
"2556","RI",1962,47.1,56.6,37.6,45.2
"2557","RI",1963,48.1,57.9,38.3,38.2
"2558","RI",1964,48.5,58.2,38.7,37.9
"2559","RI",1965,48,57.7,38.3,28.2
"2560","RI",1966,48.6,58.1,39.2,37.4
"2561","RI",1967,47.7,56.8,38.5,48.1
"2562","RI",1968,48.3,57.9,38.8,43
"2563","RI",1969,48.8,57.8,39.9,48.5
"2564","RI",1970,48.4,57.6,39.1,43.5
"2565","RI",2010,52,61.2,42.7,53.3
"2566","RI",2011,51.6,60.9,42.4,57.5
"2567","RI",2012,52.9,62.1,43.6,41.1
"2568","RI",2013,50.6,59.9,41.4,43.1
"2569","RI",2014,49.7,59.2,40.3,47.2
"2570","RI",2015,50.4,60.2,40.6,40.8
"2571","RI",2016,52.2,61.9,42.5,41.2
"2572","RI",2017,51.5,60.6,42.4,49.1
"2573","RI",2004,49.3,58.4,40.2,47.6
"2574","RI",2005,50.1,59.4,40.8,57.8
"2575","RI",2006,51.8,60.9,42.8,56.7
"2576","RI",2007,50.3,59.8,40.7,44.4
"2577","RI",2008,50.8,60.2,41.3,56.7
"2578","RI",2009,49.8,58.7,40.8,54
"2579","RI",2001,51.1,60.7,41.4,43.2
"2580","RI",1998,52,61.2,42.8,56.4
"2581","RI",1999,51.8,61.7,41.8,45.9
"2582","RI",2000,49.4,58.7,40.1,48.8
"2583","RI",2002,51.2,60.7,41.6,47.4
"2584","RI",2003,49,58,40,52.9
"2585","SC",1998,64.7,75.9,53.4,54.1
"2586","SC",1992,61.9,72.9,51,54.7
"2587","SC",1993,62.6,74.1,51.1,44.1
"2588","SC",1994,62.8,74,51.6,56.1
"2589","SC",1995,62.5,73.7,51.2,54.4
"2590","SC",1996,61.8,73.3,50.3,45.9
"2591","SC",1997,62.2,73.4,50.9,53.8
"2592","SC",2011,64.1,76.1,52.1,38.2
"2593","SC",1999,63.4,75.3,51.4,44.1
"2594","SC",2000,62.2,74.2,50.3,41.2
"2595","SC",2001,63.3,75.3,51.3,34.7
"2596","SC",2002,63.7,75.1,52.3,46.5
"2597","SC",2003,62.4,73.2,51.5,55.1
"2598","SC",2004,63.2,74.2,52.1,45.8
"2599","SC",2005,63.1,74.2,51.9,47.5
"2600","SC",2006,63.6,75.5,51.8,43.7
"2601","SC",2007,64.3,76.4,52.1,34.9
"2602","SC",2008,62.9,74.7,51.3,45.7
"2603","SC",2009,62.7,73.6,51.8,50.5
"2604","SC",2010,62.6,74.3,50.8,41.1
"2605","SC",1984,62.4,74.3,50.5,47.6
"2606","SC",1985,63,74.5,51.6,48
"2607","SC",1986,64.1,75.7,52.4,39.8
"2608","SC",1987,62.3,74,50.7,47.6
"2609","SC",1988,61.2,73.3,49,39.2
"2610","SC",1989,62.2,73.3,51.2,53.9
"2611","SC",1990,65,77,52.9,46.1
"2612","SC",1991,63.8,74.7,52.8,50.9
"2613","SC",1950,62.5,74.2,50.9,41.2
"2614","SC",1951,62.6,74.6,50.6,38
"2615","SC",1952,63,75,51,46.4
"2616","SC",1953,63.5,75.5,51.5,46.5
"2617","SC",1954,63.3,75.9,50.7,31.7
"2618","SC",1955,62.5,74.3,50.8,41.9
"2619","SC",1956,63.1,75,51.2,41.4
"2620","SC",1957,63,74.1,52,48.8
"2621","SC",1958,60.7,72,49.4,47.5
"2622","SC",1959,62.7,73.7,51.6,60.8
"2623","SC",1960,61,72.6,49.4,48.7
"2624","SC",1961,61.7,73.4,49.9,51.5
"2625","SC",1962,61.8,73.5,50.1,48.8
"2626","SC",1963,60.7,72.8,48.7,45.1
"2627","SC",1964,61.7,73,50.4,69.3
"2628","SC",1965,62.2,73.7,50.7,48.5
"2629","SC",1966,60.7,72.1,49.2,48
"2630","SC",1967,61.1,73.2,49.1,46.9
"2631","SC",1968,60.8,72.8,48.7,43.7
"2632","SC",1969,60.7,72.1,49.3,49.9
"2633","SC",2012,64.5,75.8,53.2,43.7
"2634","SC",2013,62.3,73.1,51.6,56.3
"2635","SC",2014,62.2,73.6,50.8,47
"2636","SC",2015,64.5,75.3,53.7,60.6
"2637","SC",2016,64.9,76.1,53.6,46.2
"2638","SC",2017,65.1,76.4,53.8,46.5
"2639","SC",1976,60.9,73,48.8,51.6
"2640","SC",1977,62.2,74,50.4,44.1
"2641","SC",1978,61.6,73.2,49.9,41.1
"2642","SC",1979,61.5,72.9,50,56
"2643","SC",1980,61.9,73.6,50.1,45
"2644","SC",1981,61.2,73.6,48.8,40.1
"2645","SC",1982,62.7,73.7,51.7,50.2
"2646","SC",1983,61.3,72.9,49.7,52.2
"2647","SC",1970,62.3,74.2,50.4,44.1
"2648","SC",1971,62.4,73.6,51.3,58.8
"2649","SC",1972,62.1,73.4,50.7,49.3
"2650","SC",1973,62.6,74,51.1,54.8
"2651","SC",1974,63,74.8,51.2,47.9
"2652","SC",1975,63.1,74.4,51.9,58.2
"2653","SD",1964,44.8,57.9,31.8,17.9
"2654","SD",1965,43.3,55.5,31.2,21.5
"2655","SD",1966,43.3,55.9,30.7,18.3
"2656","SD",1967,44.2,56.8,31.6,17.4
"2657","SD",1968,44.2,56.6,31.8,21
"2658","SD",1969,43.6,55.6,31.6,17.5
"2659","SD",1970,43.6,56.1,31.2,18.6
"2660","SD",1958,45,58,32.1,14.8
"2661","SD",1959,44.4,57,31.7,16.7
"2662","SD",1960,43.7,56.2,31.2,18.1
"2663","SD",1961,45.1,58,32.2,15.9
"2664","SD",1962,44.3,56.4,32.2,24.5
"2665","SD",1963,46.5,59.2,33.7,19.8
"2666","SD",1977,45.6,57.5,33.6,25
"2667","SD",1978,42.2,54.1,30.2,18.9
"2668","SD",1979,42.6,54.9,30.3,18.4
"2669","SD",1980,46.2,59.3,33.2,14.7
"2670","SD",1981,47.5,60.3,34.7,17.4
"2671","SD",1982,43,54.7,31.3,25
"2672","SD",1983,45,56.4,33.6,19.3
"2673","SD",1971,43.7,55.9,31.6,20.9
"2674","SD",1972,42.6,54.3,30.8,20.6
"2675","SD",1973,46,58,34,18.6
"2676","SD",1974,46,59.3,32.6,13
"2677","SD",1975,44,56,31.9,18.3
"2678","SD",1976,46.2,59.7,32.6,12.7
"2679","SD",1950,40.9,53.4,28.5,17.4
"2680","SD",1951,40.9,52.8,28.9,21.6
"2681","SD",1952,44.7,57.6,31.9,13.7
"2682","SD",1953,46.1,58.2,33.9,21.6
"2683","SD",1954,46.1,58.6,33.6,16.9
"2684","SD",1955,44.4,57.5,31.3,15.8
"2685","SD",1956,44.6,57.4,31.7,16.9
"2686","SD",1957,44.2,55.7,32.7,22.3
"2687","SD",1996,41.6,53,30.2,22.9
"2688","SD",1997,44.8,56.2,33.4,21.1
"2689","SD",1998,47.4,58.6,36.2,24.8
"2690","SD",1999,47.8,60.1,35.6,21.6
"2691","SD",2000,46,58.4,33.5,19.1
"2692","SD",2001,46.5,58.4,34.6,20.1
"2693","SD",2002,46.2,58.6,33.8,14.3
"2694","SD",2003,46.1,58.4,33.7,17.1
"2695","SD",2004,46.3,58.6,34,20.7
"2696","SD",2005,47.3,59.6,35,20.7
"2697","SD",2006,48.1,60.6,35.7,15.9
"2698","SD",2007,46.8,58.8,34.8,22.9
"2699","SD",2008,43.8,56,31.7,23.6
"2700","SD",2009,43.6,55,32.1,22.5
"2701","SD",2010,45.1,56.3,33.9,24.6
"2702","SD",2011,44.8,56.3,33.2,22.1
"2703","SD",2012,49.3,62.7,35.9,14.5
"2704","SD",2013,44,55.7,32.4,24.9
"2705","SD",2014,43.7,55.7,31.7,20.1
"2706","SD",2015,47.5,59.8,35.2,22.7
"2707","SD",2016,48.4,60.5,36.1,20.6
"2708","SD",2017,46.8,59.1,34.5,17.6
"2709","SD",1991,46.8,58.7,34.8,21.2
"2710","SD",1992,45.6,57.4,33.8,19.8
"2711","SD",1993,42.3,53.4,31.2,25.4
"2712","SD",1994,44.9,56.7,33,18.9
"2713","SD",1995,44.7,55.8,33.6,25.4
"2714","SD",1987,48.6,60.9,36.2,17.3
"2715","SD",1984,45,56.9,33.2,21.3
"2716","SD",1985,42.9,55.3,30.5,18.5
"2717","SD",1986,45.8,57.1,34.5,25.2
"2718","SD",1988,46.7,60,33.4,15.3
"2719","SD",1989,44.3,56.9,31.7,16.2
"2720","SD",1990,46.9,59.8,34,17.3
"2721","TN",1996,56.6,67.5,45.6,60
"2722","TN",1991,59.1,69.8,48.4,60.4
"2723","TN",1992,57,67.6,46.4,49.6
"2724","TN",1993,57.2,68.1,46.2,48.2
"2725","TN",1994,57.6,68.8,46.5,61.9
"2726","TN",1995,57.4,68.7,46.2,52.1
"2727","TN",1969,56.1,67.6,44.6,50
"2728","TN",1970,57.1,68.5,45.6,49.8
"2729","TN",1971,57.7,69.1,46.2,50.4
"2730","TN",1972,57.2,68.3,46.1,62.2
"2731","TN",1973,58.2,69.2,47.3,65.3
"2732","TN",1974,57.7,68.8,46.5,61.6
"2733","TN",1975,57.8,68.8,46.8,62.3
"2734","TN",1976,55.5,67.6,43.4,47.4
"2735","TN",1977,57.3,68.8,45.8,56.1
"2736","TN",1978,56.1,67.7,44.6,49.8
"2737","TN",1979,55.8,66.5,45.1,66
"2738","TN",1980,57.2,68.8,45.6,44.7
"2739","TN",1981,56.7,68.2,45.1,46.5
"2740","TN",1982,57.6,68.7,46.5,57.7
"2741","TN",1983,56.7,67.8,45.5,54.9
"2742","TN",1984,57.5,68.9,46.1,56
"2743","TN",1985,57.3,68.1,46.4,43.1
"2744","TN",1986,58.8,70.1,47.6,45.1
"2745","TN",1987,58.4,70,46.6,43
"2746","TN",1988,56.7,69,44.5,46.3
"2747","TN",1989,56.6,67.3,45.9,65.5
"2748","TN",1990,59.4,71,47.8,60.6
"2749","TN",1950,57.1,68,46.1,64.6
"2750","TN",1951,57.6,69.3,46,60.1
"2751","TN",1952,58.5,70.6,46.2,42.2
"2752","TN",1953,58.9,71.6,46.3,46.1
"2753","TN",1954,59,71.3,46.8,46.4
"2754","TN",1955,58,69.8,46.3,49.9
"2755","TN",1997,56.8,67.6,46,56.5
"2756","TN",1998,60.1,70.8,49.5,57.5
"2757","TN",1999,59.3,71.4,47.2,46
"2758","TN",2000,58,69.5,46.5,45
"2759","TN",2001,58.2,69.6,46.8,54
"2760","TN",2002,58.7,69.6,47.8,59.2
"2761","TN",2003,57.5,68.1,46.9,61.7
"2762","TN",2004,58.5,69,48,61.2
"2763","TN",2005,58.7,69.9,47.6,44.6
"2764","TN",2006,58.9,70.3,47.5,48.8
"2765","TN",2007,59.9,71.9,48,37.7
"2766","TN",2008,57.6,69,46.2,49.7
"2767","TN",2009,57.6,68.1,47.1,60.2
"2768","TN",2010,57.9,69.2,46.7,49.6
"2769","TN",2011,58.9,69.9,47.9,62.5
"2770","TN",2012,60.3,71.9,48.8,46.8
"2771","TN",2013,57.1,67.4,46.8,63.2
"2772","TN",2014,56.6,67.5,45.8,53.5
"2773","TN",2015,59,69.7,48.3,59.1
"2774","TN",2016,60.3,71.7,48.9,47
"2775","TN",2017,60,70.8,49.2,56.1
"2776","TN",1963,56,68.5,43.6,42.3
"2777","TN",1964,57.4,69.5,45.4,57.5
"2778","TN",1965,57.8,69.6,45.9,46
"2779","TN",1966,56.2,67.6,44.7,48.7
"2780","TN",1967,56.7,68.3,45,53.4
"2781","TN",1968,56.1,67.8,44.3,44.4
"2782","TN",1956,58.6,70.4,46.8,51.3
"2783","TN",1957,58.5,69.4,47.6,66.3
"2784","TN",1958,55.6,67,44.2,43.9
"2785","TN",1959,57.8,69.3,46.3,51.6
"2786","TN",1960,55.8,67.2,44.5,44.4
"2787","TN",1961,56.7,68.1,45.3,55
"2788","TN",1962,57.2,68.9,45.5,54.5
"2789","TX",1950,65.4,78.4,52.3,24.5
"2790","TX",1951,65.3,78.5,52,20.3
"2791","TX",1952,65,78.1,51.9,21.6
"2792","TX",1953,65.8,78.8,52.8,22.8
"2793","TX",1954,66.6,79.8,53.4,17.9
"2794","TX",1955,65.2,78,52.4,22.1
"2795","TX",1956,66,79.5,52.4,14.9
"2796","TX",1957,64.6,76.2,53.1,35.7
"2797","TX",1958,63.4,74.9,51.9,30.5
"2798","TX",1959,63.7,76.1,51.3,29.6
"2799","TX",1960,63.7,75.7,51.6,31.3
"2800","TX",1961,63.4,75.8,51.1,28.6
"2801","TX",1962,65.1,77.8,52.4,24
"2802","TX",1963,65.2,78.2,52.2,19.7
"2803","TX",1964,64.7,77.3,52,23.2
"2804","TX",1965,65.1,77.1,53,26.6
"2805","TX",1966,63.5,75.7,51.2,26.8
"2806","TX",1967,64.9,77.5,52.2,25.3
"2807","TX",1968,63.1,74.9,51.4,32.9
"2808","TX",1981,65,76.8,53.1,32.1
"2809","TX",1982,64.6,76.7,52.6,26.6
"2810","TX",1983,63.4,75.5,51.2,25.7
"2811","TX",1984,64.8,77.1,52.5,26.1
"2812","TX",1985,64.4,76.2,52.5,29.8
"2813","TX",1986,65.5,77.2,53.8,33.5
"2814","TX",1987,63.8,76,51.6,30.3
"2815","TX",1988,64.3,77.3,51.3,20.9
"2816","TX",1989,64.3,76.9,51.6,25.2
"2817","TX",1990,65.6,77.8,53.4,31.4
"2818","TX",1991,64.8,76.4,53.1,37.2
"2819","TX",1992,64.4,76.2,52.6,33.6
"2820","TX",1993,64.1,76.2,51.9,27.3
"2821","TX",1994,65.6,77.8,53.3,29.3
"2822","TX",1995,65.2,77.6,52.8,27.6
"2823","TX",1996,65.4,78.4,52.5,24.6
"2824","TX",1997,63.9,75.6,52.2,34.1
"2825","TX",1998,67,79.3,54.8,27.9
"2826","TX",1999,66.6,79.6,53.6,22
"2827","TX",2000,66.5,78.8,54.1,27.8
"2828","TX",2001,65.7,77.5,53.8,29.1
"2829","TX",2002,65,76.9,53.1,30.6
"2830","TX",2003,65.5,77.7,53.3,24.2
"2831","TX",2004,65.2,76.5,54,39.3
"2832","TX",2005,66,78.5,53.5,22.2
"2833","TX",2006,67.1,80.1,54.1,25.1
"2834","TX",2007,64.8,76.5,53.2,36.2
"2835","TX",2008,65.5,78.7,52.3,23.8
"2836","TX",1969,64.5,76.6,52.4,29.6
"2837","TX",1970,63.7,76.2,51.3,23.8
"2838","TX",1971,64.9,77.4,52.5,28
"2839","TX",1972,64.4,76.9,51.9,26.8
"2840","TX",1973,63.7,75.8,51.6,35.3
"2841","TX",1974,64.5,76.9,52.1,31.8
"2842","TX",1975,63.8,76.4,51.1,27.2
"2843","TX",1976,62.8,75.4,50.2,30.6
"2844","TX",1977,65.3,77.9,52.6,22.6
"2845","TX",1978,63.8,75.7,51.8,25.6
"2846","TX",1979,62.9,75.1,50.7,30.9
"2847","TX",1980,65,77.6,52.3,24.3
"2848","TX",2011,67.3,80.9,53.8,14.7
"2849","TX",2012,67.8,80.6,54.9,24.1
"2850","TX",2009,65.8,78.5,53,28.5
"2851","TX",2010,65.1,77.5,52.7,27.8
"2852","TX",2015,65.8,77.4,54.2,41.2
"2853","TX",2016,67.2,79.1,55.2,32.1
"2854","TX",2013,65.1,77.6,52.6,26
"2855","TX",2014,64.8,77.2,52.6,24
"2856","TX",2017,67.3,79.7,54.9,30.3
"2857","UT",1954,49.3,62.6,36.1,11.5
"2858","UT",1955,46.1,59.1,33.2,11.1
"2859","UT",1965,47.1,59.1,35.1,18
"2860","UT",1966,48.1,61.2,34.9,10.5
"2861","UT",1967,47.5,60,34.9,13.9
"2862","UT",1968,46.5,59,34.1,13.6
"2863","UT",1956,47.9,61.6,34.2,8.1
"2864","UT",1957,47.3,59.1,35.6,18.1
"2865","UT",1958,49.2,62.4,36.1,9.9
"2866","UT",1959,48.5,61.6,35.3,11
"2867","UT",1960,48.1,61.1,35.1,10.6
"2868","UT",1961,47.7,60.4,35.1,13.3
"2869","UT",1962,47.9,61.1,34.6,11.1
"2870","UT",1963,48.4,61.1,35.6,12.7
"2871","UT",1964,46.1,58.9,33.2,12.8
"2872","UT",1978,47.9,60.1,35.6,17.1
"2873","UT",1979,46.6,59.5,33.8,11.7
"2874","UT",1980,48.5,61,35.9,17.3
"2875","UT",1981,50,62.5,37.5,15.2
"2876","UT",1969,48,60.4,35.7,15.3
"2877","UT",1970,47.4,59.9,34.9,13.3
"2878","UT",1971,46.6,59,34.3,13.6
"2879","UT",1972,48.1,60.6,35.6,12.7
"2880","UT",1973,46.2,58.5,34,13.9
"2881","UT",1974,47.7,60.8,34.6,9.7
"2882","UT",1975,45.7,58.3,33.2,13.6
"2883","UT",1976,47.5,61.1,33.9,9.1
"2884","UT",1977,48.9,62.2,35.7,10.8
"2885","UT",1991,47.5,59.9,35.1,13.5
"2886","UT",1992,49,61.5,36.4,13
"2887","UT",1993,46.8,59.2,34.4,15.6
"2888","UT",1994,49.7,62.4,36.9,13.1
"2889","UT",1995,49.2,61.9,36.4,15.5
"2890","UT",1996,49.6,62.6,36.6,14.1
"2891","UT",1997,48.2,60.6,35.7,16.8
"2892","UT",1998,48.3,60.5,36.1,17.4
"2893","UT",1999,49.2,62.5,35.8,12.4
"2894","UT",2000,50.2,62.9,37.5,13.5
"2895","UT",2001,50,63,37,11.6
"2896","UT",2002,48.8,62.2,35.4,9
"2897","UT",2003,50.6,63.5,37.7,11.5
"2898","UT",2004,48.7,61.1,36.2,15.2
"2899","UT",2005,49.3,61.9,36.7,16.6
"2900","UT",2006,49.2,62.2,36.1,14.4
"2901","UT",2007,49.9,63.3,36.5,11.2
"2902","UT",2008,48.1,61.4,34.8,11.6
"2903","UT",2009,48.4,61.5,35.3,11.8
"2904","UT",2010,48.3,60.8,35.8,17.2
"2905","UT",2011,47.6,60.4,34.8,14.7
"2906","UT",2012,50.9,64.3,37.6,10.6
"2907","UT",2013,47.8,60.5,35.1,13.2
"2908","UT",2014,50.4,63.2,37.7,13.3
"2909","UT",2015,50.7,63.3,38.2,15.4
"2910","UT",2016,50.2,62.9,37.5,14
"2911","UT",2017,50.7,63.7,37.8,12.8
"2912","UT",1950,47.9,61.4,34.4,9.5
"2913","UT",1951,46.8,59.5,34.1,14.6
"2914","UT",1952,46.8,59.5,34.2,12.6
"2915","UT",1953,48.3,61.5,35.2,10.3
"2916","UT",1982,46.4,58.2,34.6,17.6
"2917","UT",1983,47.8,59.1,36.4,20
"2918","UT",1984,45.9,57.9,33.8,15.7
"2919","UT",1985,47,59.4,34.6,14.8
"2920","UT",1986,49.3,61.6,37,15
"2921","UT",1987,48.4,60.9,35.9,14.7
"2922","UT",1988,48.5,61.5,35.4,11.1
"2923","UT",1989,48.6,61.9,35.2,9
"2924","UT",1990,48.7,61.5,35.9,12.1
"2925","VT",1950,41.6,52.6,30.6,41.8
"2926","VT",1951,42.2,52.6,31.8,46.5
"2927","VT",1952,42.8,53.4,32.1,42.5
"2928","VT",1953,44.4,55.6,33.3,41.7
"2929","VT",2008,43,53.4,32.6,54.6
"2930","VT",2009,42.3,52.5,32.1,47.4
"2931","VT",2010,44.9,54.6,35.2,49.2
"2932","VT",2011,44.3,54.3,34.3,58.2
"2933","VT",2012,45.8,56.2,35.5,42.3
"2934","VT",2013,43.2,53.3,33.2,46.5
"2935","VT",2014,42,52.2,31.7,46
"2936","VT",2015,42.6,53.7,31.5,42.4
"2937","VT",2016,44.6,55.3,34,38.6
"2938","VT",2017,43.9,54,33.7,46.2
"2939","VT",1976,40.5,51.4,29.5,53
"2940","VT",1977,41.9,52.1,31.6,48.4
"2941","VT",1978,40,51.2,28.8,40.2
"2942","VT",1979,42.4,52.6,32.3,43.9
"2943","VT",1980,40.6,51.3,29.9,35.7
"2944","VT",1981,42.2,52.6,31.9,47.3
"2945","VT",1982,41.3,52.6,30,37.9
"2946","VT",1983,42.6,53,32.3,54.1
"2947","VT",1984,42.5,53.3,31.8,44.6
"2948","VT",1985,41.5,52,30.9,39.4
"2949","VT",1986,41.8,52.4,31.3,46.4
"2950","VT",1987,42.2,52.9,31.5,41.7
"2951","VT",1988,41.8,52.6,30.9,37.6
"2952","VT",1989,40.7,51.6,29.9,44.9
"2953","VT",1990,44,54.5,33.6,54.2
"2954","VT",1991,43.5,54.4,32.7,41.7
